BehaviorSpace results (NetLogo 3D 5.0.4),,,,,,,,,,,,,
/home/ouit-modelling4all/kkahn/models/k-62-updating-experiments.nlogo3d,,,,,,,,,,,,,
The Kepler-62 Experiments Mass ,,,,,,,,,,,,,
09/07/2013 16:39:12:541 +0100,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-50,50,-50,50,,,,,,,,,,
The masses of the planets are given in masses of earth,,,,,,,,,,,,,
[run number],d-mass,c-mass,f-mass,b-mass,e-mass,[step],[my-orbits-length] of the-kepler-62-b,[my-orbits-length] of the-kepler-62-c,[my-orbits-length] of the-kepler-62-d,[my-orbits-length] of the-kepler-62-e,[my-orbits-length] of the-kepler-62-f,orbits-ok,years-ok
362,14,2,3,1,5.7,256930,[494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 494280],[1076040 1076040 1075860 1076040 1075860 1076040 1075680 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075320 1075500 1075320 1075500 1075860 1075500 1076040 1076040 1075860 1076040 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075500 1075860 1075680 1075320 1075500 1075500 1075680],[1578960 1578060 1579500 1578240 1579320 1578060 1579320 1578420 1578960 1578600 1578780 1578960 1578780 1578600 1578600 1578780 1578060 1579320 1578240 1579500 1578060 1579140 1578420 1579140 1578420 1578780 1578780 1578960 1578960],[10595880 10609740 10605600 10607040],[23122440 23124960],"""orbits-ok""","""years-ok"""
360,14,0.5,4,9,6.4,256874,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075140 1075500 1075140 1075680 1075680 1075680 1075860 1076040 1075860 1076040 1076040 1075860 1075860 1075680 1075860 1075680 1075500 1075680 1075680 1075680 1075680 1075500 1075320 1075500 1075500 1075680],[1578060 1578420 1579320 1579140 1578420 1577880 1578420 1579140 1579500 1578240 1578060 1578240 1579140 1579320 1578420 1578060 1578060 1579140 1579320 1578780 1577700 1578420 1578780 1579500 1578600 1578060 1578060 1578960 1579680],[10571220 10630080 10583640 10612620],[23117760 23119560],"""orbits-ok""","""years-ok"""
364,14,2,3,2,5,256910,[493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 494280],[1076040 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075680 1075680 1075680 1075860 1076040 1076040 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075320 1075500 1075500 1075680],[1578780 1578060 1579500 1578240 1579320 1578060 1579140 1578420 1579140 1578600 1578600 1578780 1578960 1578600 1578420 1578780 1578060 1579320 1578240 1579500 1577880 1579140 1578420 1579140 1578600 1578600 1578780 1578780 1579140],[10591560 10612080 10602000 10608480],[23120640 23123160],"""orbits-ok""","""years-ok"""
358,14,0.5,4,9,5,256851,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075140 1075500 1075140 1075680 1075680 1075680 1075860 1076040 1075860 1076040 1076040 1075860 1075860 1075680 1075860 1075680 1075500 1075680 1075680 1075680 1075680 1075500 1075320 1075500 1075500 1075680],[1578060 1578240 1579500 1579140 1578420 1577700 1578600 1579140 1579500 1578240 1577880 1578420 1579140 1579320 1578420 1577880 1578240 1579140 1579320 1578780 1577700 1578240 1578960 1579500 1578600 1578060 1578060 1578960 1579680],[10571220 10630080 10583640 10612800],[23115780 23117400],"""orbits-ok""","""years-ok"""
365,14,2,3,2,5.7,256922,[493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 494280],[1076040 1076040 1075860 1076040 1075860 1076040 1075680 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075680 1075680 1075680 1075860 1076040 1076040 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075320 1075500 1075500 1075680],[1578780 1578060 1579500 1578240 1579320 1578060 1579140 1578420 1579140 1578600 1578600 1578780 1578960 1578780 1578240 1578780 1578060 1579320 1578240 1579500 1577880 1579140 1578420 1579140 1578600 1578600 1578780 1578780 1579140],[10591560 10612260 10601820 10608480],[23121720 23124240],"""orbits-ok""","""years-ok"""
366,14,2,3,2,6.4,256933,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 494280],[1076040 1076040 1075860 1076040 1075860 1076040 1075680 1075680 1075680 1075860 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075680 1075680 1075680 1075860 1076040 1076040 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075320 1075500 1075500 1075680],[1578780 1578060 1579500 1578240 1579320 1578060 1579140 1578420 1579140 1578600 1578600 1578780 1578960 1578780 1578240 1578780 1578060 1579320 1578240 1579500 1577880 1579140 1578420 1579140 1578600 1578600 1578780 1578780 1579140],[10591380 10612260 10601820 10608480],[23122620 23125320],"""orbits-ok""","""years-ok"""
369,14,2,3,5,6.4,256910,[494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075500 1075860 1075500 1075860 1076220 1075860 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075500 1075860 1075500 1075680 1075680 1075320 1075500 1075500 1075680],[1578600 1577880 1579680 1578420 1579140 1577700 1578960 1578600 1579320 1578420 1578420 1578600 1578960 1578960 1578240 1578420 1577880 1579320 1578420 1579320 1577700 1578960 1578420 1579320 1578420 1578600 1578420 1578780 1579320],[10579140 10619280 10591560 10611900],[23120640 23123160],"""orbits-ok""","""years-ok"""
368,14,2,3,5,5.7,256899,[494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075500 1075860 1075500 1075860 1076220 1075860 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075500 1075860 1075500 1075680 1075680 1075320 1075500 1075500 1075680],[1578600 1577880 1579680 1578420 1579140 1577700 1578960 1578600 1579320 1578420 1578420 1578600 1578960 1578960 1578240 1578420 1577880 1579320 1578420 1579320 1577700 1578960 1578420 1579320 1578420 1578600 1578420 1578780 1579320],[10579320 10619100 10591740 10611900],[23119740 23122080],"""orbits-ok""","""years-ok"""
367,14,2,3,5,5,256887,[494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075500 1075860 1075500 1075860 1076220 1075860 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075500 1075860 1075500 1075680 1075680 1075320 1075500 1075500 1075680],[1578600 1577880 1579680 1578420 1579140 1577700 1578960 1578600 1579320 1578420 1578420 1578600 1578960 1578960 1578240 1578420 1577700 1579500 1578420 1579320 1577700 1578960 1578420 1579320 1578420 1578600 1578420 1578780 1579320],[10579320 10619100 10591740 10611900],[23118660 23121000],"""orbits-ok""","""years-ok"""
371,14,2,3,9,5.7,256868,[493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1075860 1076040 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075320 1075320 1075320 1075500 1075860 1075500 1075860 1076040 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075320 1075500 1075500 1075680],[1578240 1577880 1579860 1578420 1578960 1577340 1578780 1578780 1579500 1578240 1577880 1578420 1579320 1578960 1578240 1577880 1577700 1579500 1578780 1579140 1577160 1578780 1578420 1579680 1578420 1578060 1578060 1578960 1579500],[10565640 10627380 10579680 10615140],[23117220 23119020],"""orbits-ok""","""years-ok"""
370,14,2,3,9,5,256856,[493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1075860 1076040 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075320 1075320 1075320 1075500 1075860 1075500 1075860 1076040 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075320 1075500 1075500 1075680],[1578240 1577880 1579860 1578420 1578960 1577340 1578780 1578780 1579500 1578240 1577880 1578420 1579320 1578960 1578240 1577880 1577700 1579500 1578780 1579140 1577160 1578780 1578420 1579680 1578420 1578060 1578060 1578960 1579500],[10565640 10627380 10579680 10615140],[23116140 23117940],"""orbits-ok""","""years-ok"""
372,14,2,3,9,6.4,256879,[493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1075860 1076040 1075860 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075320 1075320 1075320 1075500 1075860 1075500 1075860 1076040 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075320 1075500 1075500 1075680],[1578240 1577880 1579860 1578420 1578960 1577340 1578780 1578780 1579500 1578240 1578060 1578420 1579140 1578960 1578240 1577880 1577700 1579500 1578780 1579140 1577160 1578780 1578420 1579680 1578420 1578060 1578060 1578960 1579500],[10565640 10627560 10579500 10615140],[23118120 23120100],"""orbits-ok""","""years-ok"""
379,14,2,3.5,5,5,256887,[494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075860 1076040 1075860 1076040 1075860 1075860 1075860 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075140 1075500 1075320 1075500 1075860 1075500 1075860 1076220 1075860 1075860 1076040 1076040 1075860 1075680 1075860 1075680 1075680 1075500 1075860 1075500 1075680 1075680 1075320 1075500 1075500 1075680],[1578600 1577880 1579680 1578420 1579140 1577700 1578960 1578600 1579320 1578420 1578240 1578780 1578960 1578780 1578420 1578240 1577880 1579500 1578420 1579320 1577700 1578960 1578420 1579320 1578420 1578600 1578420 1578780 1579320],[10579320 10619640 10594080 10612080],[23118840 23120820],"""orbits-ok""","""years-ok"""
